listing_name,listing_url,listing_price,listing_shipping_price,listing_authenticity,listing_Seller,listing_Seller_url,listing_Seller_rating,listing_brand,listing_color,listing_model,listing_size
brand new new balance 57/40 ‘black vivid cactus’ (m5740lb) size 8m / 10w,https://www.ebay.com/itm/274907091520?epid=14045630797&_trkparms=ispr%3D1&hash=item4001bd5240:g:z-oAAOSwKQ9hGS3D&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsS53H5nE1T47BUn4%252FoYFCTGRZRgnMjqL%252FYvOmQlMY9LZQk%252FniN0etQi1ESHEuQctfgInMOHmixCxNb%252FJvwpbGPfPqyQuGN6iXRvcXJLZ46lMvGSVWTJr7FF3KfersWIvUYewS9Js6NEZN20y30INP4lDyg2KmMHTQn8om8M7eyeMoVHJAAT9WuKXr1F7YuUeT0gZACM69BrGLF9ehzDHe9f8yl3KmldPbjCAwLsE9i9ViM1gAyAAabodXY5XIPRDUE%252FeG0ikH%252F%252FCHnSWAyYOikrvq7%252BXAHVx4ZNzVe5xWap%252BNwt8w9CLNfmKp9jAbhPXFzPo2%252BGH9qmABmLHMurjGPVzGM8%252FCiWzreqoeUCLF2HOht4L3wDBTUHkcRQ0AoLCr%252FsAGHh%252BUjERvxEm8r4e18eUSKMlIkAV3EGeQMisAyt5xEGqVdcZS%252B2y1TFBEYpABltH9xxZ9SHPxoYzRJpX7rE19NprBon35yz0p1Wzej4iM2n0cdV6EhnPdC9WLvreo9NA9v7zroKsEvWrgxfsXFPgipPnlQ1qEpZFdiklEVxwNgkWtrkPw3FKd%252FckKqMnKdx4OSydZWG4nCWEC7HK%252FslkUh%252BO%252FIF5a2Q5EXr08SpPVTJYxfic97eyIZgk4wZlhCrkwfVpnr6ETdAfu%252BSdDeTz0Az%252BIq0x0lUkhXDE2%252BXPT3nb0aZppZkPDeBSVcQzv6Dbs5uW78TZIP5Qdmry67oEPm3jB5mY6zSMUHgZSpoYpN1Pi84SW6DlQ7m1OgPkyzw5Gte5MYn4HxEPcgemqP%252Fhn4heDrGtniHrEsbmr2Y7l5lkaGgmvwYbaN9erBaYqX%7Campid%3APL_CLK%7Cclp%3A2499334,100,0,Authenticity Guarantee,,,,New_Balance,Black,400,8
brand new new balance 827 white classic ml827aad size 6 silver abzorb aime,https://www.ebay.com/p/16043984959?iid=274905391094,130,0,Authenticity Guarantee,,,,New_Balance,White,200,6
brand new new balance 827 white classic ml827aad size 7 silver abzorb aime,https://www.ebay.com/p/27043982836?iid=274905389854,130,0,Authenticity Guarantee,,,,New_Balance,White,200,7
brand new new balance 992 atomic yellow red 2020 size 9 m992dm,https://www.ebay.com/p/13045635819?iid=194333935048,159.99,9.8,Authenticity Guarantee,,,,New_Balance,Red,200,9
brand new new balance alto v1 size 8 d mens black running shoes,https://www.ebay.com/itm/334164254821?hash=item4dcdbde065:g:yroAAOSwasRhUoyI,54.99,0,,bekam79,https://www.ebay.com/usr/bekam79?_trksid=p2047675.l2559,100% Positive feedback,New_Balance,Black,,8
brand new new balance black lace up size 10 d walking shoes mw577bk,https://www.ebay.com/itm/334164254821?hash=item4dcdbde065:g:yroAAOSwasRhUoyI,54.99,0,,bekam79,https://www.ebay.com/usr/bekam79?_trksid=p2047675.l2559,100% Positive feedback,New_Balance,Black,500,10
brand new new balance kith rc 1300 10th anniversary antler 11,https://www.ebay.com/itm/274916477764?hash=item40024c8b44:g:i2IAAOSw9OphIrHS,219,0,Authenticity Guarantee,autobam9977,https://www.ebay.com/usr/autobam9977?_trksid=p2047675.l2559,100% Positive feedback,New_Balance,Red,300,
brand new new balance ld5000 mens size 12 white red track spikes athletic shoes,https://www.ebay.com/itm/224192583546?hash=item3432eb577a:g:8K0AAOSwwS5d4Hu2,76.49,0,,,,100% Positive feedback,New_Balance,Red,,12
brand new new balance size 8 d black/turquoise mens running shoes mroavcb,https://www.ebay.com/itm/274907091520?epid=14045630797&_trkparms=ispr%3D1&hash=item4001bd5240:g:z-oAAOSwKQ9hGS3D&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsS53H5nE1T47BUn4%252FoYFCTGRZRgnMjqL%252FYvOmQlMY9LZQk%252FniN0etQi1ESHEuQctfgInMOHmixCxNb%252FJvwpbGPfPqyQuGN6iXRvcXJLZ46lMvGSVWTJr7FF3KfersWIvUYewS9Js6NEZN20y30INP4lDyg2KmMHTQn8om8M7eyeMoVHJAAT9WuKXr1F7YuUeT0gZACM69BrGLF9ehzDHe9f8yl3KmldPbjCAwLsE9i9ViM1gAyAAabodXY5XIPRDUE%252FeG0ikH%252F%252FCHnSWAyYOikrvq7%252BXAHVx4ZNzVe5xWap%252BNwt8w9CLNfmKp9jAbhPXFzPo2%252BGH9qmABmLHMurjGPVzGM8%252FCiWzreqoeUCLF2HOht4L3wDBTUHkcRQ0AoLCr%252FsAGHh%252BUjERvxEm8r4e18eUSKMlIkAV3EGeQMisAyt5xEGqVdcZS%252B2y1TFBEYpABltH9xxZ9SHPxoYzRJpX7rE19NprBon35yz0p1Wzej4iM2n0cdV6EhnPdC9WLvreo9NA9v7zroKsEvWrgxfsXFPgipPnlQ1qEpZFdiklEVxwNgkWtrkPw3FKd%252FckKqMnKdx4OSydZWG4nCWEC7HK%252FslkUh%252BO%252FIF5a2Q5EXr08SpPVTJYxfic97eyIZgk4wZlhCrkwfVpnr6ETdAfu%252BSdDeTz0Az%252BIq0x0lUkhXDE2%252BXPT3nb0aZppZkPDeBSVcQzv6Dbs5uW78TZIP5Qdmry67oEPm3jB5mY6zSMUHgZSpoYpN1Pi84SW6DlQ7m1OgPkyzw5Gte5MYn4HxEPcgemqP%252Fhn4heDrGtniHrEsbmr2Y7l5lkaGgmvwYbaN9erBaYqX%7Campid%3APL_CLK%7Cclp%3A2499334,62.99,0,,bekam79,https://www.ebay.com/usr/bekam79?_trksid=p2047675.l2559,100% Positive feedback,New_Balance,Black,,8
brand new new balance size 9 mens black training shoes mxtrnrlk,https://www.ebay.com/itm/393623455985?_trkparms=ispr%3D1&hash=item5ba5c948f1:g:hccAAOSwGOtgQStT&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsS756jE49efRUdZ161WGGuaR1Rgzi%252BP3Eeh8XlRx%252FaKnVTtYy9%252FRSn5HV2WWoGG099H82b5xX4TNUgHvvYSgjScXVtHii47TEDvrHK8UXxoMClaMKndyAsZfns4eO4adnORnZ0qR8EM7vfSAUIwpV7VeyKy6K8vhrWdgVxicXSHFUoNDVQUD4tZwaTivP7Sd%252BBS%252BZwgf%252FoPn5fQ1NqywuCys21aIj0GaoPVoopb75Irfa7BwQui8HNKlFAcQJ7mIl3tk%252B1C6DAzzI3uhDhLp1Q07NX%252BhuDoPAz4DVZqZbj1OvItFsCmndlMcJ8GGcGB9cPiYajR4QSpIGAINKc63XRhi8hCp89%252FxEvYmHmoDn43hKKn6NPf16i9ZRSE%252FGQ7p03cvq%252B6G2rw%252B0rDKUyAsg47fxsiOIJexSZI5HMlPTXtHBw4F5y14Cs43ba%252BybjPQO9vjN1nMJgbPJojZZCqZeDImULTqnlsbXfVQQzilX%252FLJpAGWleMhcY7D%252BhwKK1CObi3%252Fpjecq693tVFjnH%252FOLFL7H8PkeEDE1URi1y%252Bt%252F31M33vdxvR2%252Fk2NCzjJMkS%252F6ZEyG3eyqEOTgqMi4ucQN7Izkn8UQW3dEaGqYERdiKYu2%252FYBTapYOdbieFyu5Qn9zTWIjQPIf24lSdm92EmVyybQ80xtXhHq2aZdl54x5X3UFECuPjRRYYA1QtNzr3Gn8uhanlyVyZOj9ahh88VCR2%252FMOr%252FSOWTYzDqLpeEqBkwlQUMqVHLOe%252BioZdgDWHCej1NvsJz%252BhyN%252ByjpNVFvb1MLbvN5Z22KECZ3e4O%252FYrfuHxnk61pgx%252BN%252FgfNCiOn3xY8%7Campid%3APL_CLK%7Cclp%3A2499334,59.99,0,,bekam79,https://www.ebay.com/usr/bekam79?_trksid=p2047675.l2559,100% Positive feedback,New_Balance,Black,,9
brand new new balance x j.crew 992 ny sz 10 | 992jc,https://www.ebay.com/itm/324843757781?hash=item4ba23260d5:g:HD8AAOSwv2lhciZ4,275,0,Authenticity Guarantee,zachtothejohnson,https://www.ebay.com/usr/zachtothejohnson?_trksid=p2047675.l2559,100% Positive feedback,New_Balance,Blue,200,
brand new new balance x j.crew 992 ny sz 11 | 992jc,https://www.ebay.com/itm/324843749637?hash=item4ba2324105:g:p78AAOSwobxhciX8,275,0,Authenticity Guarantee,zachtothejohnson,https://www.ebay.com/usr/zachtothejohnson?_trksid=p2047675.l2559,100% Positive feedback,New_Balance,Blue,200,
brand new new balance x j.crew 992 ny sz 12 | 992jc,https://www.ebay.com/itm/324843742219?hash=item4ba232240b:g:cpAAAOSwly9hciVj,275,0,Authenticity Guarantee,zachtothejohnson,https://www.ebay.com/usr/savingsnsuch?_trksid=p2047675.l2559,100% Positive feedback,New_Balance,Blue,200,12
"brand new nike air jordan 1 mid ""banned"" 554724-074 men�??s size 8 (dead stock)",https://www.ebay.com/p/11046939772?iid=384326303230,170,0,Authenticity Guarantee,,,,Air_Jordan,Red,,8
"brand new nike air jordan 1 mid banned black & red bred 554724-074, size 10.5 ds",https://www.ebay.com/p/18046948189?iid=303763926949,229.99,20.75,Authenticity Guarantee,,http://www.ebay.com/usr/aacn8800?_trksid=p2349526.m4383.c10,100.0% Positive feedback,Air_Jordan,Black,,10
brand new nike air jordan 1 mid banned size 9 black/gym red/white 554724-074,https://www.ebay.com/p/4046939777?iid=203205915891,249.94,13.55,Authenticity Guarantee,,,,Air_Jordan,Red,,9
brand new nike air jordan 1 mid 'triple black' black (554724-091) 7.0,https://www.ebay.com/p/11039795120?iid=174924144162,170,0,Authenticity Guarantee,,http://www.ebay.com/usr/sole_train?_trksid=p2349526.m4383.c10,100.0% Positive feedback,Air_Jordan,Black,,
brand new nike air jordan 1 retro high og white volt gold size 9.5 555088-118,https://www.ebay.com/p/8041681193?iid=324754405369,215,0,Authenticity Guarantee,,,,Air_Jordan,White,,9
brand new nike air jordan 1 td mid football cleats varsity red white black,https://www.ebay.com/p/16039798617?iid=114184444326&var=414437556279,299,16.99,,,,,Air_Jordan,Red,,
"brand new nike jordan retro 10 ""stealth"" black grey white 310805-003 size 9",https://www.ebay.com/p/12039788697?iid=203046614504,289,0,Authenticity Guarantee,,http://www.ebay.com/usr/lxhabits?_trksid=p2349526.m4383.c10,98.7% Positive feedback,Air_Jordan,Black,,9
brand new pair of new balance 997 cm997hbj size 11,https://www.ebay.com/itm/124237259690?hash=item1ced1e23aa:g:t0wAAOSw0Q5e9kpu,74.99,11,,ybred226,https://www.ebay.com/usr/ybred226?_trksid=p2047675.l2559,99.4% Positive feedback,New_Balance,Red,700,11
brand new pair of new balance 997 cm997hbj size 8,https://www.ebay.com/itm/124237250015?hash=item1ced1dfddf:g:t0wAAOSw0Q5e9kpu,74.99,11,,ybred226,https://www.ebay.com/usr/ybred226?_trksid=p2047675.l2559,99.4% Positive feedback,New_Balance,Red,700,8
brand new pair of new balance 997 cm997hbj size 9,https://www.ebay.com/itm/124237252719?hash=item1ced1e086f:g:t0wAAOSw0Q5e9kpu,74.99,11,,ybred226,https://www.ebay.com/usr/ybred226?_trksid=p2047675.l2559,99.4% Positive feedback,New_Balance,Red,700,9
brand new rare adidas zg21 golf shoes men’s size 11 medium tokyo olympics boost,https://www.ebay.com/itm/294491147946?hash=item44910a4eaa:g:LNkAAOSwE6VhaNK8,249.99,11.35,Authenticity Guarantee,cjp0022,https://www.ebay.com/usr/cjp0022?_trksid=p2047675.l2559,100% Positive feedback,adidas,White,Boosts,11
brand new saint alfred x new balance cm1500sa - red suede - sz 12 deadstock,https://www.ebay.com/p/4043980306?iid=353241871666,179.99,11.35,Authenticity Guarantee,,,,New_Balance,Red,500,12
brand new salehe bembury new balance 2002r water be the guide sz 7 ml2002rj,https://www.ebay.com/p/20050300326?iid=203653632869,229.99,8.8,Authenticity Guarantee,,,,New_Balance,Blue,200,7
brand new size 10m - jordan 6 retro og carmine nike,https://www.ebay.com/p/13040611506?iid=224607322097,239,9,Authenticity Guarantee,,,,Air_Jordan,White,,10
brand new size 13 jordan 1 mid basketball shoes turf orange/black/white,https://www.ebay.com/p/10042348878?iid=133904331695,185,0,Authenticity Guarantee,,http://www.ebay.com/usr/nissols_61?_trksid=p2349526.m4383.c10,100.0% Positive feedback,Air_Jordan,Black,,13
brand new size 13 jordan 1 mid basketball shoes white/blue/black,https://www.ebay.com/itm/185089156918?epid=7040610662&_trkparms=ispr%3D1&hash=item2b182c6736:g:q0QAAOSwNARg8cY-&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSiVOxdKebFepbzBLdar3mpRyJfQCCi1500KIyLcz7lin7nw0T6wvWKPXkMpNZ7qYxOGtr3LoG7wuR7pTwmz8C547wQJ3suJtDpGi2izdMYNv4chRwCpph0KlryYYu07FKcn5CZLPKsFEGAYLmwv2Bl%252BOJwSCo9OW%252F42gWjq7DIcWjGZ8jFEtuO0uZSHQDmx1fdVXfoJRyxUWSflAPr0i%252BvCB1P0aQzARqaNJtrHWYnUqpBk6F%252BA%252F3Fo4ta3vEWxSgkRZA2atKrjHJMAcOR6W%252Bifh8zaiEPVf71nQwVPQ0IiOWlrfpTV7wHIiQ7bfvDuy1gAIyApbC1wQPL%252BfSq8FZeJGB4K%252Bo8L8XHGOUr9LtAJnmsirPpt%252FP8mc7II8bAWgW8oFzgIRt3ZJ2swLaZlMLJDolaRVaHMefv5Rq1VI19KrNAD%252FRvU8eeFGSHpa3AG4ufNxzc1sIpTGveSlZ77lkkRdMHDqpsrohyD43E1t%252FKUrBn3neFKOrMC6fOktVNbXgK9SDCGVbFabCGicpxdU5%252BsC%252BNhUMbnaGZPunx6tyY%252FqIzD7sb2xaSQqzMgTcN5QlayTstyhx7ypTEmLjM9eFGq7nM89Skob5lFXqb7UIC85myMCeV0ZqW3Go%252BzcY7quWYZLcBtS7sPq5m%252BwQzwzZU0p0VjTWUJr8bXXrgdWIUtMbQwnxWSL%252FFxnV4CbUP%252BiQoHio5MHVTxtGiD%252FXE%252FRcOm79itszNGb6bR7yC1WAq2%252BggUBxyeTxgtqlJXTj9aFfDmKty0d3IZF4oyIFbQ%252BvT5mhxMwiDKNvMiIe2RERrriCZcqP7BcesDIbOnXTFjiN%7Campid%3APL_CLK%7Cclp%3A2499334,189.99,0,Authenticity Guarantee,egaines62,https://www.ebay.com/usr/egaines62?_trksid=p2047675.l2559,100% Positive feedback,Air_Jordan,White,,13
brand new size 13 jordan 1 mid basketball shoes white/electro orange/black,https://www.ebay.com/itm/133904350808?hash=item1f2d523e58:g:DHEAAOSwvKNhaQ-n,185,0,Authenticity Guarantee,,,,Air_Jordan,Black,,13
brand new size 13 jordan 1 mid se heat reactive. black/white/indigo,https://www.ebay.com/p/27048569795?iid=133890117486,179.5,0,Authenticity Guarantee,,,,Air_Jordan,White,React,13
brand new size 13 jordan max aura 2 basketball shoes black/red/white/grey,https://www.ebay.com/p/12043402673?iid=133729723669,180,9.2,Authenticity Guarantee,,,,Air_Jordan,White,,13
brand new size 8 d mens black new balance nitrel v4 trail running shoes,https://www.ebay.com/itm/393623455985?_trkparms=ispr%3D1&hash=item5ba5c948f1:g:hccAAOSwGOtgQStT&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsS756jE49efRUdZ161WGGuaR1Rgzi%252BP3Eeh8XlRx%252FaKnVTtYy9%252FRSn5HV2WWoGG099H82b5xX4TNUgHvvYSgjScXVtHii47TEDvrHK8UXxoMClaMKndyAsZfns4eO4adnORnZ0qR8EM7vfSAUIwpV7VeyKy6K8vhrWdgVxicXSHFUoNDVQUD4tZwaTivP7Sd%252BBS%252BZwgf%252FoPn5fQ1NqywuCys21aIj0GaoPVoopb75Irfa7BwQui8HNKlFAcQJ7mIl3tk%252B1C6DAzzI3uhDhLp1Q07NX%252BhuDoPAz4DVZqZbj1OvItFsCmndlMcJ8GGcGB9cPiYajR4QSpIGAINKc63XRhi8hCp89%252FxEvYmHmoDn43hKKn6NPf16i9ZRSE%252FGQ7p03cvq%252B6G2rw%252B0rDKUyAsg47fxsiOIJexSZI5HMlPTXtHBw4F5y14Cs43ba%252BybjPQO9vjN1nMJgbPJojZZCqZeDImULTqnlsbXfVQQzilX%252FLJpAGWleMhcY7D%252BhwKK1CObi3%252Fpjecq693tVFjnH%252FOLFL7H8PkeEDE1URi1y%252Bt%252F31M33vdxvR2%252Fk2NCzjJMkS%252F6ZEyG3eyqEOTgqMi4ucQN7Izkn8UQW3dEaGqYERdiKYu2%252FYBTapYOdbieFyu5Qn9zTWIjQPIf24lSdm92EmVyybQ80xtXhHq2aZdl54x5X3UFECuPjRRYYA1QtNzr3Gn8uhanlyVyZOj9ahh88VCR2%252FMOr%252FSOWTYzDqLpeEqBkwlQUMqVHLOe%252BioZdgDWHCej1NvsJz%252BhyN%252ByjpNVFvb1MLbvN5Z22KECZ3e4O%252FYrfuHxnk61pgx%252BN%252FgfNCiOn3xY8%7Campid%3APL_CLK%7Cclp%3A2499334,54.99,0,,bekam79,https://www.ebay.com/usr/bekam79?_trksid=p2047675.l2559,100% Positive feedback,New_Balance,Black,,8
brand new with box air jordan 1 mid white black game royal 554724-140 size 10,https://www.ebay.com/p/12048556833?iid=324744398281,159.99,0,Authenticity Guarantee,,http://www.ebay.com/usr/longislandsoles?_trksid=p2349526.m4383.c10,100.0% Positive feedback,Air_Jordan,Black,,10
brand new with box air jordan 1 mid white black game royal 554724-140 size 10.5,https://www.ebay.com/p/28048568797?iid=324744402041,159.99,0,Authenticity Guarantee,,,,Air_Jordan,White,,10
brand new with box air jordan 1 mid white black game royal 554724-140 size 11,https://www.ebay.com/p/22048566658?iid=324744403787,159.99,0,Authenticity Guarantee,,,,Air_Jordan,White,,11
brand new with box air jordan 1 mid white black game royal 554724-140 size 11.5,https://www.ebay.com/p/10048570228?iid=324785232743,159.99,0,Authenticity Guarantee,,,,Air_Jordan,White,,11
brand new with box air jordan 1 mid white black game royal 554724-140 size 12,https://www.ebay.com/p/18048568893?iid=324778490146,159.99,0,Authenticity Guarantee,longislandsoles,http://www.ebay.com/usr/longislandsoles?_trksid=p2349526.m4383.c10,100.0% Positive feedback,Air_Jordan,Black,,12
brand new with box air jordan 1 mid white black game royal 554724-140 size 8.5,https://www.ebay.com/p/15048567689?iid=324744390481,159.99,0,Authenticity Guarantee,,,,Air_Jordan,White,,8
brand new! authentic new balance mens suede black/grey/beige us8m 996bh,https://www.ebay.com/itm/402878210254?hash=item5dcd69a0ce:g:6E0AAOSw0vpgsBep,99,0,,treadlands,https://www.ebay.com/usr/treadlands?_trksid=p2047675.l2559,100% Positive feedback,New_Balance,Black,600,
brand new! new balance 574 classic suede/mesh mens blue/white us8m lifestyle sen,https://www.ebay.com/itm/333898289359?hash=item4dbde390cf:g:E28AAOSwlkBgM~Rl,79.95,0,,treadlands,https://www.ebay.com/usr/treadlands?_trksid=p2047675.l2559,100% Positive feedback,New_Balance,Blue,400,
brand-new men's adidas originals lxcon white/blue sneakers in us 10,https://www.ebay.com/itm/224068450643?hash=item342b853953:g:Y9IAAOSwv2tfAQ4X,100,0,Authenticity Guarantee,zodiac.newyork,https://www.ebay.com/usr/zodiac.newyork?_trksid=p2047675.l2559,100% Positive feedback,adidas,White,,
bz0087 adidas men campus burgundy footwear white chalk white,https://www.ebay.com/p/25039784117?iid=224234031663&var=523017436924,64,8,,,,,adidas,Red,Campus,
casablanca new balance red monogram pack 237 cbb (ms237cbb) us 10,https://www.ebay.com/itm/284310566232?hash=item42323af558:g:2rQAAOSwqoZgsMPP,355,0,,sail-international,https://www.ebay.com/usr/sail-international?_trksid=p2047675.l2559,99.6% Positive feedback,New_Balance,Red,200,
casablanca new balance red monogram pack 237 cbb (ms237cbb) us 11,https://www.ebay.com/itm/284310566395?hash=item42323af5fb:g:ZZ8AAOSw2bxgsMPg,355,0,,sail-international,https://www.ebay.com/usr/sail-international?_trksid=p2047675.l2559,99.6% Positive feedback,New_Balance,Red,200,
casablanca new balance red monogram pack 237 cbb (ms237cbb) us 6,https://www.ebay.com/itm/284310564799?hash=item42323aefbf:g:64IAAOSw2PdgsMNI,355,0,,sail-international,https://www.ebay.com/usr/sail-international?_trksid=p2047675.l2559,99.6% Positive feedback,New_Balance,Red,200,
casablanca new balance red monogram pack 237 cbb (ms237cbb) us 7,https://www.ebay.com/itm/284310565386?hash=item42323af20a:g:W10AAOSwOGtgsMN2,355,0,,sail-international,https://www.ebay.com/usr/sail-international?_trksid=p2047675.l2559,98.7% Positive feedback,New_Balance,Red,200,
casablanca new balance red monogram pack 237 cbb (ms237cbb) us 9,https://www.ebay.com/itm/284310565790?hash=item42323af39e:g:InQAAOSwPVlgsMOi,355,0,,sail-international,https://www.ebay.com/usr/sail-international?_trksid=p2047675.l2559,99.6% Positive feedback,New_Balance,Red,200,
casablanca new balance red monogram pack 327 caa (ms327caa) brand new us 8,https://www.ebay.com/itm/284311703964?hash=item42324c519c:g:oqUAAOSweKRgsMQa,355,0,,sail-international,https://www.ebay.com/usr/sail-international?_trksid=p2047675.l2559,99.6% Positive feedback,New_Balance,Red,200,
casablanca new balance red monogram pack 327 caa (ms327caa) us 10,https://www.ebay.com/itm/284310567499?hash=item42323afa4b:g:inEAAOSwQOVgsMRP,355,0,,sail-international,https://www.ebay.com/usr/sail-international?_trksid=p2047675.l2559,98.7% Positive feedback,New_Balance,Red,200,
casablanca new balance red monogram pack 327 caa (ms327caa) us 11,https://www.ebay.com/itm/284310567576?hash=item42323afa98:g:mHsAAOSwClxgsMRZ,355,0,,sail-international,https://www.ebay.com/usr/sail-international?_trksid=p2047675.l2559,99.6% Positive feedback,New_Balance,Red,200,
casablanca new balance red monogram pack 327 caa (ms327caa) us 6,https://www.ebay.com/itm/284310566693?hash=item42323af725:g:P7IAAOSwR0BgsMP8,355,0,,sail-international,https://www.ebay.com/usr/sail-international?_trksid=p2047675.l2559,99.6% Positive feedback,New_Balance,Red,200,
casablanca new balance red monogram pack 327 caa (ms327caa) us 7,https://www.ebay.com/itm/284310566959?hash=item42323af82f:g:m2MAAOSwFNdgsMQR,355,0,,sail-international,https://www.ebay.com/usr/sail-international?_trksid=p2047675.l2559,98.7% Positive feedback,New_Balance,Red,200,
casablanca new balance red monogram pack ms327caa us men 8,https://www.ebay.com/itm/124748240719?hash=item1d0b93174f:g:PfsAAOSwC9hgso~u,179,10.04,Authenticity Guarantee,starsneaker1,https://www.ebay.com/usr/starsneaker1?_trksid=p2047675.l2559,100% Positive feedback,New_Balance,Red,200,
casablanca x new balance 327 red monogram size 8us deadstock - ms327caa,https://www.ebay.com/itm/194199770440?hash=item2d37355548:g:MecAAOSwPs9gxS3S,155,62.75,Authenticity Guarantee,shoe_nice22,https://www.ebay.com/usr/shoe_nice22?_trksid=p2047675.l2559,100% Positive feedback,New_Balance,Red,200,8
casablanca x new balance 327 sz us 9,https://www.ebay.com/itm/402602260468?hash=item5dbcf6f7f4:g:KDoAAOSwsP1f1CGy,200,10,Authenticity Guarantee,ennopehuc1,https://www.ebay.com/usr/ennopehuc1?_trksid=p2047675.l2559,100% Positive feedback,New_Balance,White,200,
chicago aj1 custom - nike air jordan retro high og light fusion red bred size 10,https://www.ebay.com/p/24043547107?iid=265359855220,340,0,,,,,Air_Jordan,Red,,10
colette x new balance mrt580d5 grey / blue mens size 10 ds new! 574 577 576,https://www.ebay.com/itm/152898404030?hash=item2399747ebe:g:oF4AAOSwYSxae3sY,127.39,0,Authenticity Guarantee,bmxtweaker,https://www.ebay.com/usr/casperthefriendlyplugg?_trksid=p2047675.l2559,100% Positive feedback,New_Balance,Blue,400,10
concepts x new balance 991 “lake havasu” rare 10 us ds new 998 997 992 1500,https://www.ebay.com/itm/154651948208?hash=item2401f974b0:g:0mAAAOSwmxVhYx0w,350,0,Authenticity Guarantee,laceeriemonster,,100% Positive feedback,New_Balance,Blue,900,
confirmed new balance 550 x aime leon dore white green mens size 8 us new,https://www.ebay.com/itm/255159741905?hash=item3b68b4add1:g:7GYAAOSwkOxhVndU,340,0,Authenticity Guarantee,chandlers_kicks,https://www.ebay.com/usr/chandlers_kicks?_trksid=p2047675.l2559,100% Positive feedback,New_Balance,White,500,8
confirmed new balance 550 x aime leon dore white navy blue mens size 8 us new,https://www.ebay.com/itm/255159067290?hash=item3b68aa629a:g:XrwAAOSwT~1hVgKj,350,0,Authenticity Guarantee,chandlers_kicks,https://www.ebay.com/usr/chandlers_kicks?_trksid=p2047675.l2559,100% Positive feedback,New_Balance,White,500,8
confirmed new balance 574 stray rats red size 10 men,https://www.ebay.com/itm/373424721794?hash=item56f1d90f82:g:m-YAAOSwfR5f-9dQ,230,0,Authenticity Guarantee,drewsdiscountsinc,https://www.ebay.com/usr/drewsdiscountsinc?_trksid=p2047675.l2559,100% Positive feedback,New_Balance,Red,400,10
"converse ctas syde street mid white sneaker shoes mens 11, womens 13 new $75",https://www.ebay.com/itm/132658347503?hash=item1ee30dbdef:g:~uYAAOSwX3FbHa9y,49.99,15.8,,pepila3,https://www.ebay.com/usr/pepila3?_trksid=p2047675.l2559,100% Positive feedback,adidas,White,,
copa 20 sg adidas white signal green spike,https://www.ebay.com/itm/234206752427?hash=item3687cf6eab:g:zswAAOSwX0BhUdrm,242.92,20,,matpt777,https://www.ebay.com/usr/matpt777?_trksid=p2047675.l2559,100% Positive feedback,adidas,White,,
