listing_name,listing_url,listing_price,listing_shipping_price,listing_authenticity,listing_Seller,listing_Seller_url,listing_Seller_rating,listing_color,listing_brand,listing_model,listing_size
**new men's adidas adizero boston white red running | size 10 | fy4079 nwb,,$129.97,0,Authenticity Guarantee,knzapparel,https://www.ebay.com/usr/knzapparel?_trksid=p2047675.l2559,99.8% Positive feedback,Red,adidas,Adizero,Size 10
**new** adidas am4 mls ef2302 black red white speedfactory sneakers size 7,,$239.9,0,Authenticity Guarantee,"","","",Red,adidas,,Size 7
**nike air max 2090 eoi summit white blue black | size 13 | da9357 100 nwb,,$129.97,0,Authenticity Guarantee,"","","",Blue,Nike,Air Max 200,Size 13
**rare new men's adidas nmd r1 | white pink green | size 10 | gx5372 nwb,,$159.95,0,Authenticity Guarantee,"","","",Black,adidas,,Size 10
**rare new men's adidas nmd r1 | white pink green | size 10 | gx5372 nwb,,$159.95,0,Authenticity Guarantee,"","","",Black,adidas,NMD,Size 10
*brand new* adidas hoops 2.0 mid shoes men's size 8 red and black,,$65,15,"",nenokz,https://www.ebay.com/usr/nenokz?_trksid=p2047675.l2559,100% Positive feedback,Black,adidas,,Size 8
*brand new* adidas hoops 2.0 mid shoes men's size 8 red and black,,$130,30,"",nenokz,https://www.ebay.com/usr/nenokz?_trksid=p2047675.l2559,100% Positive feedback,Red,adidas,,Size 8
*brand new* new balance 550 x aime leon dore evergreen - size 9 bb550ald,https://www.ebay.com/p/13045632722?iid=165134208302,$240,0,Authenticity Guarantee,"","","",White,New Balance,500,Size 9
"*confirmed order* social status x nike free lunch dunk mid ""strawberry milk""",,$265,14.25,"",p_unit23,https://www.ebay.com/usr/p_unit23?_trksid=p2047675.l2559,100% Positive feedback,Red,Nike,Dunk,
*dead stock* new balance 997 sport navy/neon size 9,https://www.ebay.com/itm/164238535675?hash=item263d612bfb:g:-TMAAOSwS7xe4CEx,$135,13.85,Authenticity Guarantee,88vintage,"",100% Positive feedback,Blue,New Balance,700,Size 9
*dead stock* new balance 997h black/grey size 10,https://www.ebay.com/itm/224123972890?hash=item342ed46d1a:g:LiYAAOSwVV1fPVvY,$135,15.3,Authenticity Guarantee,88vintage,https://www.ebay.com/usr/88vintage?_trksid=p2047675.l2559,100% Positive feedback,Black,New Balance,700,Size 10
*dead stock* new balance 997lbl - blue/yellow - size 7 made in usa (limited edt),https://www.ebay.com/itm/164009467139?hash=item262fb9dd03:g:9p8AAOSwVqpfMIz4,$150,16.5,Authenticity Guarantee,88vintage,https://www.ebay.com/usr/livindadream22?_trksid=p2047675.l2559,100% Positive feedback,Blue,New Balance,700,Size 7
*dead stock* new balance cm997hax grey/navy size 9,https://www.ebay.com/p/25043977994?iid=164329023505,$135,15.3,Authenticity Guarantee,"",https://www.ebay.com/usr/miguelacosta711?_trksid=p2047675.l2559,"",Blue,New Balance,700,Size 9
*dead stock* size: us13m/14.5w nike air force 1 ‘07 lv8 peace & unity dm9051-001,,$150,0,Authenticity Guarantee,"","","",Black,Nike,Air Force 1,
*in hand* new balance 550 aime leon dore white grey bb550ale mens size 13,https://www.ebay.com/p/3045639212?iid=224645817061,$239,0,"","","","",White,New Balance,500,Size 13
*in hand* new balance p550 aime leon dore evergreen bb550ald mens size 10,https://www.ebay.com/p/21045635250?iid=403229450247,$218,10.35,Authenticity Guarantee,"","","",White,New Balance,500,Size 10
*new ds* nike air jordan 1 retro high '85 og varsity red bq4422-600 sz: 8.5 - 9,,$530,0,Authenticity Guarantee,"","","",Black,Nike,,
*new in box* stray rats new balance 574 red size 12,https://www.ebay.com/itm/373702366508?hash=item570265952c:g:M~wAAOSw329hLBMZ,$110,0,Authenticity Guarantee,high5sportscards,https://www.ebay.com/usr/high5sportscards?_trksid=p2047675.l2559,100% Positive feedback,Red,New Balance,400,Size 12
*new* adidas court vision 2 red white blue men basketball shoes fy9378 size 10,,$88.27,0,"","","","",Blue,adidas,,Size 10
*new* adidas court vision 2 red white blue men basketball shoes fy9378 size 10,,$88.27,0,"","","","",Blue,adidas,Court,Size 10
*new* adidas court vision 2 red white blue men basketball shoes fy9378 size 12,,$88.27,0,"","","","",Blue,adidas,,Size 12
*new* adidas court vision 2 red white blue men basketball shoes fy9378 size 12,,$88.27,0,"","","","",Blue,adidas,Court,Size 12
*new* adidas men's crazy bounce basketball shoe b72768 red white 8,,$45.99,9.99,"",sportcash,https://www.ebay.com/usr/sportcash?_trksid=p2047675.l2559,100% Positive feedback,Red,adidas,,
*new* adidas men's crazy bounce basketball shoe b72768 red white 8,,$45.99,9.99,"",sportcash,https://www.ebay.com/usr/sportcash?_trksid=p2047675.l2559,100% Positive feedback,Red,adidas,Bounce,
*new* adidas u path run scarlet & white shoes (size: 10 mens),,$120,10,"",d23_closet,https://www.ebay.com/usr/d23_closet?_trksid=p2047675.l2559,100% Positive feedback,Red,adidas,,
"*new* men adidas originals 3mc core black (b22713), sz 8.0",,$48,0,"","","","",Black,adidas,,
"*new* men adidas originals 3mc core black (b22713),size8.0",,$48,0,"","","","",Black,adidas,,
"*new* men adidas originals continental 80 (b41680), sz 13.0, 100% authentic",,$68,0,"","","","",White,adidas,,
"*new* men adidas originals continental 80 (b41680),size13.0, 100% authentic",,$68,0,"","","","",White,adidas,,
"*new* men adidas originals crazy 1 adv black (b37562), sz 8.0 - 10",,$85,0,"","","","",Black,adidas,,
"*new* men adidas originals crazy 1 adv black (b37562),size8.0 - 10",,$85,0,"","","","",Black,adidas,,
"*new* men adidas originals eqt bask adv navy blue (cq2996), sz 12.0",,$99.99,0,"","","","",Blue,adidas,,
"*new* men adidas originals eqt bask adv navy blue (cq2996),size12.0",,$99.99,0,"","","","",Blue,adidas,,
"*new* men adidas originals f/1.4 pk red (bz0614), sz 7 - 13.0",,$59.99,0,"","","","",Red,adidas,,
"*new* men adidas originals f/1.4 pk red (bz0614),size7 - 13.0",,$59.99,0,"","","","",Red,adidas,,
"*new* men adidas originals nmd_r1 black/green/red (ef4260), sz 7.0 - 11.0",,$78.67,0,"","","","",Red,adidas,NMD,
"*new* men adidas originals nmd_r1 black/green/red (ef4260),size7.0 - 11.0",,$78.67,0,"","","","",Red,adidas,,
"*new* men adidas originals nmd_r1 core black / gold (fv1787), sz 6.0 / 7",,$86.24,0,"","","","",White,adidas,NMD,
"*new* men adidas originals nmd_r1 core black / gold (fv1787),size6.0 / 7",,$86.24,0,"","","","",White,adidas,,
"*new* men adidas originals nmd_r1 shoes scarlet / white (h01916), sz 8.0 - 13.0",,$99.99,0,"","","","",Red,adidas,NMD,
"*new* men adidas originals nmd_r1 shoes scarlet / white (h01916),size8.0 - 13.0",,$99.99,0,"","","","",Red,adidas,,
"*new* men adidas originals seeley black (ee6136), sz 10.0 / 11.0",,$69,0,"",denim_n_jeans,https://www.ebay.com/usr/denim_n_jeans?_trksid=p2047675.l2559,99.7% Positive feedback,Black,adidas,,
"*new* men adidas originals seeley black (ee6136),size10.0 / 11.0",,$69,0,"",denim_n_jeans,https://www.ebay.com/usr/denim_n_jeans?_trksid=p2047675.l2559,99.7% Positive feedback,Black,adidas,,
"*new* men adidas originals superstar white / true blue (h68093), sz 8.0 / 8",,$85,0,"","","","",White,adidas,Superstar,
"*new* men adidas originals superstar white / true blue (h68093),size8.0 / 8",,$85,0,"","","","",Blue,adidas,,
"*new* men adidas originals superstar white / true blue (h68093),size8.0 / 8",,$170,0,"","","","",White,adidas,,
"*new* men adidas originals tubular instinct boost black (by3611), sz 8.0 / 8",,$125,0,Authenticity Guarantee,"","","",Black,adidas,Tubular,
"*new* men adidas originals tubular instinct boost black (by3611),size8.0 / 8",,$250,0,Authenticity Guarantee,"","","",Black,adidas,,
"*new* men adidas originals tubular invader strap red (bb5039), sz 5.0 - 11",,$44.11,0,"","","","",Red,adidas,Tubular,
"*new* men adidas originals tubular invader strap red (bb5039),size5.0 - 11",,$44.11,0,"","","","",Red,adidas,,
*new* men adidas originals tubular radial cny black sneakers ba7780 us size 8,,$90,15,"","","","",Black,adidas,,Size 8
*new* men adidas originals tubular radial cny black sneakers ba7780 us size 8,,$90,15,"","","","",Black,adidas,Tubular,Size 8
"*new* men adidas originals tubular radial pk white (s76714), sz 4.0",,$38.22,0,"","","","",White,adidas,Tubular,
"*new* men adidas originals tubular radial pk white (s76714),size4.0",,$38.22,0,"","","","",White,adidas,,
"*new* men adidas originals yung-96 blue (db2606), sz 5.0 - 13.0",,$52,0,"","","","",Blue,adidas,Yung,
"*new* men adidas originals yung-96 blue (db2606),size5.0 - 13.0",,$52,0,"","","","",Blue,adidas,,
"*new* men adidas originals zx 1k boost shoes cloud white (fx6510), sz 8.0 - 13.0",,$78.88,0,"",denim_n_jeans,https://www.ebay.com/usr/denim_n_jeans?_trksid=p2047675.l2559,99.7% Positive feedback,White,adidas,ZX,
"*new* men adidas originals zx 1k boost shoes cloud white (fx6510),size8.0 - 13.0",,$78.88,0,"",denim_n_jeans,https://www.ebay.com/usr/denim_n_jeans?_trksid=p2047675.l2559,99.7% Positive feedback,White,adidas,,
"*new* men adidas running x9000l4 core black (fw4910), sz 8 - 12.0",,$95,0,"","","","",Black,adidas,,
"*new* men adidas running x9000l4 core black (fw4910),size8 - 12.0",,$95,0,"","","","",Black,adidas,,
"*new* men adidas speed trainer 2 slt black (b54347), sz 8.0 -12.0",,$59,0,"","","","",Black,adidas,,
"*new* men adidas speed trainer 2 slt black (b54347),size8.0 -12.0",,$59,0,"","","","",Black,adidas,,
"*new* men adidas ultraboost x parley (cg3673), sz 5.0 - 8, 100% authentic",,$105,0,Authenticity Guarantee,"","","",Black,adidas,Ultra Boost,
"*new* men adidas ultraboost x parley (cg3673),size5.0 - 8, 100% authentic",,$105,0,Authenticity Guarantee,"","","",Black,adidas,,
"*new* mens adidas a3 twinstrike running white (ba7234), sz 7",,$54.21,0,"","","","",White,adidas,,
"*new* mens adidas a3 twinstrike running white (ba7234),size7",,$108.42,0,"","","","",White,adidas,,
"*new* mens adidas adiease casual sneakers burgundy (by4026), sz 9",,$49.99,0,"",denim_n_jeans,https://www.ebay.com/usr/denim_n_jeans?_trksid=p2047675.l2559,99.7% Positive feedback,Red,adidas,,
"*new* mens adidas adiease casual sneakers burgundy (by4026),size9",,$49.99,0,"",denim_n_jeans,https://www.ebay.com/usr/denim_n_jeans?_trksid=p2047675.l2559,99.7% Positive feedback,Red,adidas,,
"*new* mens adidas originals adiease x gasius (by4519), sz 8.0",,$39.99,0,"","","","",White,adidas,,
"*new* mens adidas originals adiease x gasius (by4519),size8.0",,$39.99,0,"","","","",White,adidas,,
"*new* mens adidas originals nmd_xr1 pk black (s77195), sz 8.0",,$130,0,Authenticity Guarantee,"","","",Black,adidas,NMD,
"*new* mens adidas originals nmd_xr1 pk black (s77195),size8.0",,$260,0,Authenticity Guarantee,"","","",Black,adidas,,
"*new* mens adidas originals sobakov black (bd7549), sz 7 / 8.0",,$72,0,"","","","",Black,adidas,,
"*new* mens adidas originals sobakov black (bd7549),size7 / 8.0",,$72,0,"","","","",Black,adidas,,
"*new* men's adidas originals superstar wh/wh/wh (eg4960), sz 9, 100% authentic!!",,$82.99,0,"","","","",White,adidas,Superstar,
"*new* men's adidas originals superstar wh/wh/wh (eg4960),size9, 100% authentic!!",,$82.99,0,"","","","",White,adidas,,
"*new* mens adidas originals tubular radial (aq6725), sz 10-12.0,100% authentic",,$39.99,0,"","","","",Blue,adidas,Tubular,
"*new* mens adidas originals tubular radial (aq6725),size10-12.0,100% authentic",,$39.99,0,"","","","",Blue,adidas,,
"*new* mens adidas skateboarding adi-ease black (bb8503), sz 7.0 - 12.0",,$64,0,"",denim_n_jeans,https://www.ebay.com/usr/denim_n_jeans?_trksid=p2047675.l2559,99.7% Positive feedback,Black,adidas,,
"*new* mens adidas skateboarding adi-ease black (bb8503),size7.0 - 12.0",,$64,0,"",denim_n_jeans,https://www.ebay.com/usr/denim_n_jeans?_trksid=p2047675.l2559,99.7% Positive feedback,Black,adidas,,
"*new* mens adidas ultraboost 4.0 dna running black/gold (fu7437), sz 8.0 - 10.0",,$160,0,Authenticity Guarantee,"","","",Black,adidas,Ultra Boost,
"*new* mens adidas ultraboost 4.0 dna running black/gold (fu7437),size8.0 - 10.0",,$320,0,Authenticity Guarantee,"","","",Black,adidas,,
"*new* mens adidas ultraboost chinese new year (f35231), sz 7 / 8",,$115,0,Authenticity Guarantee,"","","",Black,adidas,Ultra Boost,
"*new* mens adidas ultraboost chinese new year (f35231),size7 / 8",,$115,0,Authenticity Guarantee,"","","",Black,adidas,,
*new* new balance 999 lifestyle edition (burgundy/navy) size 9 - made in usa,https://www.ebay.com/itm/163999973114?hash=item262f28fefa:g:b9gAAOSwk1VfMI3O,$150,15.3,Authenticity Guarantee,88vintage,https://www.ebay.com/usr/88vintage?_trksid=p2047675.l2559,100% Positive feedback,Red,New Balance,900,Size 9
*new* nike juniper trail men's shoes assorted color **free shipping**,,$98.99,0,"",bestsale_01,https://www.ebay.com/usr/bestsale_01?_trksid=p2047675.l2559,95.3% Positive feedback,White,Nike,,
*new*adidas superstar- white w/ black stripes sz 8,,$65,8.49,"",ky_auctionhunter,https://www.ebay.com/usr/ky_auctionhunter?_trksid=p2047675.l2559,100% Positive feedback,Black,adidas,Superstar,
*new*adidas superstar- white w/ black stripessize8,,$65,8.49,"",ky_auctionhunter,https://www.ebay.com/usr/ky_auctionhunter?_trksid=p2047675.l2559,100% Positive feedback,Black,adidas,,
*nib* men's nike air zoom vapor x tennis shoes (black / white /volt) aa8030-009,,$129.95,0,Authenticity Guarantee,"","","",White,Nike,Air Zoom,
*no reserve* aime leon dore x new balance 550 navy blue sz 10 p550,https://www.ebay.com/p/21045635250?iid=174988426410,$265.88,9.8,Authenticity Guarantee,"","","",Blue,New Balance,500,
*rare new men's adidas forum mid white light blue unc | size 10 | ho1679 retro,,$389.91,0,Authenticity Guarantee,"","","",Blue,adidas,,Size 10
*rare new men's adidas forum mid white light blue unc | size 10 | ho1679 retro,,$129.97,0,Authenticity Guarantee,"","","",Blue,adidas,Forumn,Size 10
*ship now* in hand new adidas yeezy 450 cloud white 2021 h68038 size 9 kanye,,$259.88,0,Authenticity Guarantee,"","","",White,adidas,,Size 9
*ship now* in hand new adidas yeezy 450 cloud white 2021 h68038 size 9 kanye,,$259.88,0,Authenticity Guarantee,"","","",White,adidas,Yeezy,Size 9
*ship soon* new jjjjound new balance 990v4 navy size 11 m990jj4 blue black,https://www.ebay.com/itm/304185589277?hash=item46d2dfbe1d:g:ZJUAAOSwWd9haN~G,$358.88,0,Authenticity Guarantee,dxandbatista,"",99.3% Positive feedback,Blue,New Balance,900,Size 11
[772109] men adidas samba classic,,$123.98,0,"",sneakar,https://www.ebay.com/usr/sneakar?_trksid=p2047675.l2559,99.9% Positive feedback,White,adidas,,
[adidas originals] dpr sync thesia shoes sneakers size 9,,$115,9.1,Authenticity Guarantee,"","","",Red,adidas,,Size 9
[adidas originals] dpr sync thesia shoes sneakers size 9,,$230,18.2,Authenticity Guarantee,kurigohan4,https://www.ebay.com/usr/kurigohan4?_trksid=p2047675.l2559,"",Red,adidas,,Size 9
[aq0332] mens adidas solar glide,,$155.98,0,"","","","",Blue,adidas,,
[b79758] mens adidas originals nmd_r1 running sneaker - black carbon white,,$109.99,0,Authenticity Guarantee,"","","",Black,adidas,,
[b79758] mens adidas originals nmd_r1 running sneaker - black carbon white,,$109.99,0,Authenticity Guarantee,"","","",Black,adidas,NMD,
[bb2910] mens adidas originals nmd r2 pk primeknit running sneaker - red white,,$119.99,0,Authenticity Guarantee,"","","",Red,adidas,,
[bb2910] mens adidas originals nmd r2 pk primeknit running sneaker - red white,,$119.99,0,Authenticity Guarantee,"","","",Red,adidas,NMD,
[bb3063] mens adidas terrex agravic speed trail running sneaker,,$169.98,0,"",sneakar,https://www.ebay.com/usr/sneakar?_trksid=p2047675.l2559,99.9% Positive feedback,Red,adidas,,
[bb6166] mens adidas ultraboost ultra boost 4.0 running sneaker black white,,$299.98,0,Authenticity Guarantee,"","","",Black,adidas,,
[bb6166] mens adidas ultraboost ultra boost 4.0 running sneaker black white,,$149.99,0,Authenticity Guarantee,"","","",Black,adidas,Ultra Boost,
[bc0651] mens adidas five ten 5.10 freerider contact,,$225.98,0,Authenticity Guarantee,sneakar,https://www.ebay.com/usr/sneakar?_trksid=p2047675.l2559,99.9% Positive feedback,Black,adidas,,
[bc0718] mens adidas five ten 5.10 impact pro,,$239.98,0,Authenticity Guarantee,"","","",Black,adidas,,
[bc0941] mens adidas lite racer adapt,,$59.99,0,"","","","",White,adidas,,
[bc0941] mens adidas lite racer adapt,,$59.99,0,"","","","",White,adidas,Racer,
[bd7242] mens adidias originals crazy byw i eric emanuel - boost your way,,$94.98,0,"","","","",Red,adidas,,
[bd7242] mens adidias originals crazy byw i eric emanuel - boost your way,,$94.98,0,"","","","",Red,adidas,Boosts,
[by1910] mens adidas originals nmd_xr1 - black grey white glitch camo oreo,,$129.99,0,Authenticity Guarantee,"","","",Black,adidas,,
[by1910] mens adidas originals nmd_xr1 - black grey white glitch camo oreo,,$129.99,0,Authenticity Guarantee,"","","",Black,adidas,NMD,
"[by3324] mens adidas d lillard 3.0 march madness ""louisville cardinals""",,$79.99,0,"","","","",White,adidas,,
"[by3324] mens adidas d lillard 3.0 march madness ""louisville cardinals""",,$79.99,0,"","","","",White,adidas,Dame,
[by3565] mens adidas originals tubular doom sock sneaker,,$59.99,0,"","","","",Red,adidas,,
[by3565] mens adidas originals tubular doom sock sneaker,,$59.99,0,"","","","",Red,adidas,Tubular,
[by9406] mens adidas originals nmd_cs2 pk primeknit sneaker - red,,$404.97,0,Authenticity Guarantee,"","","",Red,adidas,,
[by9406] mens adidas originals nmd_cs2 pk primeknit sneaker - red,,$134.99,0,Authenticity Guarantee,"","","",Red,adidas,NMD,
[cm1600bd] new balance 1600 mens running sneakers pinball red/black-purple,https://www.ebay.com/itm/203494037672?var=503854556596&_trkparms=ispr%3D1&hash=item2f613098a8:g:y3oAAOSw~R5gx8EC&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSDbb8Xz6YxVYplPlqqf7B3zVJ9gYAGFPiSFnQ8JWanzOJzFmEpgQJ8edzqz3HsgZnMcXwL3hdpxwlbZxLX1FHlIFs9V7%252FkDfAEFxcwAw%252FFky2qAUQ9yqLzNzKYvg9OIheCEz4wmX%252B6A5XJElfBJRC8Dt9KcD6vg5Xb1OUIxMICHYielI%252BuHapmLRdU8DPXmuhqoQdoErU0WYm%252FmgZ93bFcOtC6QCpln4ALXqKpv6O6IRjvS2q%252BrKazdMHMmtQbryY5zwh9D0b1pB6Bfqwo3pTk9jINA%252BTNjxE%252FHx28%252BCgyhel5PSgHbWLygraSn%252FyY7braU4KuWIHmD8C0h7vRot%252FGJUaVVWje8aDTHgOv2ojTrocH%252BmmeZXoF%252FWsmnT1lGlF3B4LbVxmSaUb%252BmBQrtZytnsj8%252BcTGYpZGjFx0mL%252BzJpYqxBu7ma%252BJ7Fz8994hCml8s8IY6uSVnBdzJky6lmgNl84%252Bdvii2%252B8JRmMlovl1QzEN4x80ndqNwfScGgJxH8rbnLrn%252BBzmu2nTfvVVNZRs0si5hfVtP5WhArCy5NMbNO6WdASiF6ZJ%252BRiV08Cij4mQ1t5hQXGXxC791%252B%252Fg3Lyj7PGwd8RoVvImbIPKM5bRMTMjVGC%252FlIT%252FeegP8BKAFIAUJhewdSnY1hEOi%252B%252B%252BbHTjWUMooPgSwMeie07XDaZsdahpytnTzKM8L2HjXtX2ICmxtKFAwiQB20D1tzfgfk%252F%252FxDeBaGIGx5KGjMPDZcuwLKmpVv18ktPEYW%252Bz%252FZJSOdYX8EN88Gl57uwjxr4WiqwXLyOfjLr6HK%252FG5Y9zfk4SXJN9sRAVNz6cb3c4JSPcHPT%7Campid%3APL_CLK%7Cclp%3A2499334,$139.99,0,Authenticity Guarantee,kicksftw,https://www.ebay.com/usr/kicksftw?_trksid=p2047675.l2559,100% Positive feedback,Red,New Balance,600,
[cm7593] mens adidas terrex tracerocker gtx,,$79.99,0,"","","","",Black,adidas,,
[cm7593] mens adidas terrex tracerocker gtx,,$79.99,0,"","","","",Black,adidas,Racer,
[db3197] mens adidas ultraboost,,$299.98,0,Authenticity Guarantee,"","","",White,adidas,,
[db3197] mens adidas ultraboost,,$149.99,0,Authenticity Guarantee,"","","",White,adidas,Ultra Boost,
[ee8136] mens adidas lite racer cln,,$59.99,0,"","","","",Red,adidas,,
[ee8136] mens adidas lite racer cln,,$59.99,0,"","","","",Red,adidas,Racer,
[ee9573] mens adidas predator 20.3 in,,$209.97,0,"",sneakar,https://www.ebay.com/usr/sneakar?_trksid=p2047675.l2559,100% Positive feedback,Black,adidas,,
[ee9809] mens adidas five ten 5.10 kestrel pro boa tld,,$349.98,0,Authenticity Guarantee,sneakar,https://www.ebay.com/usr/sneakar?_trksid=p2047675.l2559,99.9% Positive feedback,Red,adidas,,
[ee9843] mens adidas energy falcon,,$129.98,0,"","","","",Black,adidas,,
[ef1043] mens adidas ultraboost 20,,$279.98,0,Authenticity Guarantee,"","","",Black,adidas,,
[ef1043] mens adidas ultraboost 20,,$139.99,0,Authenticity Guarantee,"","","",Black,adidas,Ultra Boost,
[ef5870] mens adidas supercourt,,$67.99,0,"","","","",White,adidas,,
[ef5870] mens adidas supercourt,,$67.99,0,"","","","",White,adidas,Court,
[ef7681] mens adidas zx torsion fp,,$84.99,0,"","","","",White,adidas,,
[ef7681] mens adidas zx torsion fp,,$84.99,0,"","","","",White,adidas,ZX,
[ef8470] mens adidas busenitz vulc ii,,$127.98,0,"","","","",Black,adidas,,
"[ef9867] mens adidas dame 6 ""spitfire""",,$74.99,0,"","","","",Red,adidas,,
"[ef9867] mens adidas dame 6 ""spitfire""",,$74.99,0,"","","","",Red,adidas,Dame,
[eg1214] mens adidas adipower weightlifting ii,,$239.98,0,Authenticity Guarantee,"","","",Black,adidas,,
[eg2521] mens adidas rockadia trail 3.0,,$239.96,0,"","","","",Black,adidas,,
[eg2632] mens adidas seeley xt,,$105.98,0,"","","","",Black,adidas,,
[eg4957] mens adidas superstar,,$81.99,0,"","","","",Black,adidas,,
[eg4957] mens adidas superstar,,$81.99,0,"","","","",Black,adidas,Superstar,
[eg4958] adidas superstar white/black men's,,$62,0,"","","","",White,adidas,,
[eg4958] adidas superstar white/black men's,,$62,0,"","","","",White,adidas,Superstar,
[eg4959] adidas superstar black/white men's size 9,,$140,0,"","","","",White,adidas,,Size 9
[eg4959] adidas superstar black/white men's size 9,,$70,0,"","","","",White,adidas,Superstar,Size 9
[eg6194] mens adidas ultraboost speedfactory,,$179.98,0,"","","","",Red,adidas,,
[eg6194] mens adidas ultraboost speedfactory,,$89.99,0,"","","","",Red,adidas,Ultra Boost,
[eg6197] mens adidas ultraboost speedfactory,,$101.99,0,Authenticity Guarantee,"","","",Black,adidas,,
[eg6197] mens adidas ultraboost speedfactory,,$101.99,0,Authenticity Guarantee,"","","",Black,adidas,Ultra Boost,
[eh1492] mens adidas copa 20.3 in sala,,$61.99,0,"","","","",Blue,adidas,,
[eh1492] mens adidas copa 20.3 in sala,,$185.97,0,"",sneakar,https://www.ebay.com/usr/sneakar?_trksid=p2047675.l2559,99.9% Positive feedback,Blue,adidas,,
[eh1604] mens adidas harden vol. 4,,$100,0,Authenticity Guarantee,sneakar,https://www.ebay.com/usr/sneakar?_trksid=p2047675.l2559,99.9% Positive feedback,Red,adidas,,
[eh1604] mens adidas harden vol. 4,,$100,0,Authenticity Guarantee,sneakar,https://www.ebay.com/usr/sneakar?_trksid=p2047675.l2559,99.9% Positive feedback,Red,adidas,Harden,
[f35635] mens adidas predator 19.4 tf,,$99.98,0,"","","","",Black,adidas,,
[f36199] mens adidas run falcon,,$179.97,0,"","","","",Black,adidas,,
[f37009] adidas predator 19+tr core black/action red men's size 11,,$204,0,Authenticity Guarantee,"","","",Black,adidas,,Size 11
[fu8317] adidas stabil next gen men's indoor trainer sport shoes white/black new,,$495,0,Authenticity Guarantee,sneakerwatch,https://www.ebay.com/usr/sneakerwatch?_trksid=p2047675.l2559,99.8% Positive feedback,White,adidas,,
[fu9611] mens adidas stan smith vegan,,$79.99,0,"","","","",White,adidas,,
[fu9611] mens adidas stan smith vegan,,$79.99,0,"","","","",White,adidas,Stan Smith,
[fv0638] mens adidas delpala,,$149.97,0,"","","","",Blue,adidas,,
[fv2808] mens adidas superstar brand new shoes box lot one 1 white blue size 9,,$49.99,14.99,"",louha_4602,https://www.ebay.com/usr/louha_4602?_trksid=p2047675.l2559,100% Positive feedback,Blue,adidas,,Size 9
[fv2808] mens adidas superstar brand new shoes box lot one 1 white blue size 9,,$49.99,14.99,"",louha_4602,https://www.ebay.com/usr/louha_4602?_trksid=p2047675.l2559,100% Positive feedback,Blue,adidas,Superstar,Size 9
[fv5594] adidas tmac millennium 2 tracy mcgrady 'scarlet' mz2 *new*,,$128,0,"","","","",Red,adidas,,
[fv8330] mens adidas ultraboost 20,,$139.99,0,Authenticity Guarantee,"","","",Black,adidas,,
[fv8330] mens adidas ultraboost 20,,$139.99,0,Authenticity Guarantee,"","","",Black,adidas,Ultra Boost,
[fv8553] mens adidas caflaire,,$129.98,0,"",sneakar,https://www.ebay.com/usr/sneakar?_trksid=p2047675.l2559,99.9% Positive feedback,Black,adidas,,
[fv8729] mens adidas nmd_r1,,$449.97,0,Authenticity Guarantee,"","","",Black,adidas,,
[fv8729] mens adidas nmd_r1,,$149.99,0,Authenticity Guarantee,"","","",Black,adidas,NMD,
[fv8961] mens adidas d.o.n. issue 2,,$169.98,0,"","","","",Red,adidas,,
[fv9654] mens adidas ozweego,,$239.97,0,"","","","",White,adidas,,
[fw8508] mens adidas d rose 11,,$109.99,0,Authenticity Guarantee,"","","",White,adidas,,
[fw8508] mens adidas d rose 11,,$109.99,0,Authenticity Guarantee,"","","",White,adidas,DRose,
[fw8511] mens adidas d.o.n. issue 2,,$159.98,0,"","","","",Red,adidas,,
[fw8512] mens adidas d.o.n. issue 2,,$159.98,0,"","","","",Black,adidas,,
[fw8517] mens adidas d.o.n. issue 2,,$314.97,0,Authenticity Guarantee,"","","",Blue,adidas,,
[fw9199] adidas predator 20.2 fg white/black men's size 11,,$108,0,"","","","",White,adidas,,Size 11
[fw9271] mens adidas alphatorsion,,$149.98,0,"","","","",White,adidas,,
[fx4797] mens adidas harden vol. 4 gca - pride,,$179.98,0,"","","","",White,adidas,,
[fx4797] mens adidas harden vol. 4 gca - pride,,$89.99,0,"","","","",White,adidas,Harden,
[fx5606] adidas rod laver ftwwht/conavy/owhite men's size 10,,$232,0,Authenticity Guarantee,bidhard-us,https://www.ebay.com/usr/bidhard-us?_trksid=p2047675.l2559,99.2% Positive feedback,White,adidas,,Size 10
[fx6615] mens adidas dame 7,,$104.99,0,Authenticity Guarantee,"","","",Black,adidas,,
[fx6615] mens adidas dame 7,,$104.99,0,Authenticity Guarantee,"","","",Black,adidas,Dame,
[fx7086] mens adidas dame 7,,$209.98,0,Authenticity Guarantee,"","","",Blue,adidas,,
[fx7086] mens adidas dame 7,,$104.99,0,Authenticity Guarantee,"","","",Blue,adidas,Dame,
[fx9199] mens adidas harden vol. 4,,$100,0,Authenticity Guarantee,sneakar,https://www.ebay.com/usr/sneakar?_trksid=p2047675.l2559,99.9% Positive feedback,Blue,adidas,,
[fx9199] mens adidas harden vol. 4,,$100,0,Authenticity Guarantee,sneakar,https://www.ebay.com/usr/sneakar?_trksid=p2047675.l2559,99.9% Positive feedback,Blue,adidas,Harden,
[fx9429] mens adidas d.o.n. issue 2,,$119.98,0,"","","","",White,adidas,,
[fx9430] mens adidas d.o.n. issue 2,,$224.97,0,"","","","",Blue,adidas,,
